CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High_Value,Segment_Low_Value,Segment_Mid_Value
13014,36,2,3,11,1,2331.98,0,4,0,0,1
15220,64,45,3,6,1,1264.01,0,4,0,0,1
15400,300,22,3,6,1,666.7,0,4,0,0,1
14903,100,51,3,9,1,2345.67,0,4,0,0,1
15764,300,11,3,10,1,3245.47,0,4,0,0,1
14407,300,37,3,9,1,2111.08,0,4,0,0,1
16712,77,25,3,8,1,2499.86,0,4,0,0,1
17049,31,14,3,7,1,3233.94,0,4,0,0,1
14112,73,43,3,8,1,1809.92,0,4,0,0,1
14291,47,43,3,8,1,2345.59,0,4,0,0,1
15632,58,51,3,7,1,2335.94,0,4,0,0,1
14854,300,8,3,8,1,2749.89,0,4,0,0,1
16652,42,30,3,8,1,4409.91,0,4,0,0,1
15671,69,24,3,8,1,1951.25,0,4,0,0,1
16871,67,19,3,6,1,2316.41,0,4,0,0,1
15150,37,0,3,8,1,4357.99,0,4,0,0,1
12955,40,22,3,9,1,1820.46,0,4,0,0,1
13268,46,14,3,10,1,2429.97,0,4,0,0,1
13631,300,29,3,12,1,3021.77,0,4,0,0,1
17725,30,0,3,12,1,2773.13,0,4,0,0,1
14110,20,16,3,8,1,4152.11,0,4,0,0,1
16626,4,2,3,12,1,2629.29,0,4,0,0,1
14232,73,45,3,6,1,1570.84,0,4,0,0,1
13985,13,1,3,9,1,3755.66,0,4,0,0,1
15140,27,9,3,7,1,2048.6,0,4,0,0,1
14408,84,24,3,6,1,2298.31,0,4,0,0,1
14711,67,21,3,10,1,2334.82,0,4,0,0,1
15410,300,14,3,8,1,3450.84,0,4,0,0,1
13695,18,11,3,13,1,2096.95,0,4,0,0,1
13662,300,15,3,7,1,879.08,0,4,0,0,1
13743,86,18,3,7,1,1064.39,0,4,0,0,1
13588,37,16,3,7,1,1583.83,0,4,0,0,1
15521,54,24,3,10,1,1991.98,0,4,0,0,1
15674,300,3,3,8,1,1744.02,0,4,0,0,1
13571,24,22,3,7,1,1083.83,0,4,0,0,1
12909,38,7,3,7,1,1807.51,0,4,0,0,1
16681,300,2,3,6,1,1770.34,0,4,0,0,1
16609,66,11,3,8,1,3987.32,0,4,0,0,1
12949,84,44,3,9,1,3425.22,0,4,0,0,1
17669,43,15,3,6,1,3194.72,0,4,0,0,1
16170,62,42,3,6,1,1556.03,0,4,0,0,1
15201,300,8,3,11,1,927.84,0,4,0,0,1
13752,300,54,3,6,1,1186.28,0,4,0,0,1
15737,50,2,3,10,1,997.6,0,4,0,0,1
13134,300,2,3,7,1,1740.63,0,4,0,0,1
15491,300,25,3,7,1,3090.85,0,4,0,0,1
15625,300,30,3,8,1,1504.56,0,4,0,0,1
14191,28,10,3,9,1,2500.54,0,4,0,0,1
18241,15,4,3,14,1,1628.92,0,4,0,0,1
13320,300,0,3,6,1,1491.7,0,4,0,0,1
14397,14,3,3,13,1,1082.59,0,4,0,0,1
12749,91,43,3,6,1,2532.55,0,4,0,0,1
15187,20,0,3,9,1,2350.46,0,4,0,0,1
14364,300,38,3,8,1,3717.35,0,4,0,0,1
16184,41,35,3,6,1,982.55,0,4,0,0,1
16076,20,9,3,7,1,1394.61,0,4,0,0,1
16266,300,3,3,7,1,861.89,0,4,0,0,1
16818,61,1,3,12,1,3190.21,0,4,0,0,1
16813,28,8,3,8,1,1299.89,0,4,0,0,1
15804,8,2,3,13,1,2604.16,0,4,0,0,1
18073,300,44,3,13,1,3864.44,0,4,0,0,1
16880,69,29,3,6,1,1109.02,0,4,0,0,1
15152,24,14,3,10,1,2650.78,0,4,0,0,1
14132,27,17,3,6,1,1900.2,0,4,0,0,1
16794,42,19,3,6,1,708.18,0,4,0,0,1
13384,28,3,3,7,1,3101.82,0,4,0,0,1
17651,15,9,3,7,1,1767.41,0,4,0,0,1
17562,36,17,3,6,1,837.88,0,4,0,0,1
14808,34,3,3,13,1,1717.48,0,4,0,0,1
17750,26,12,3,6,1,1401.09,0,4,0,0,1
17997,300,4,3,12,1,1511.3,0,4,0,0,1
16764,9,2,3,6,1,1085.72,0,4,0,0,1
14456,33,3,3,7,1,1832.32,0,4,0,0,1
16362,19,15,3,6,1,305.25,0,4,0,0,1
17809,69,59,2,10,1,2138.42,0,3,0,0,1
12868,300,115,2,6,1,1607.06,0,3,0,0,1
12947,300,73,2,11,1,1407.29,0,3,0,0,1
15694,110,106,2,10,1,3249.98,0,3,0,0,1
15658,300,120,2,8,1,958.9,0,3,0,0,1
14390,88,74,2,6,1,1570.51,0,3,0,0,1
13491,96,77,2,9,1,1088.45,0,3,0,0,1
14443,85,68,2,6,1,972.2,0,3,0,0,1
18168,300,106,2,9,1,1133.64,0,3,0,0,1
14573,300,109,2,13,1,1603.72,0,3,0,0,1
14083,119,56,2,7,1,548.92,0,3,0,0,1
16477,68,61,2,6,1,1999.26,0,3,0,0,1
14898,111,64,2,7,1,936.1,0,3,0,0,1
15708,94,64,2,10,1,2665.91,0,3,0,0,1
17211,133,110,2,7,1,1447.34,0,3,0,0,1
15570,105,71,2,10,1,2771.13,0,3,0,0,1
18219,106,79,2,8,1,1367.13,0,3,0,0,1
14344,300,57,2,8,1,889.93,0,3,0,0,1
14085,96,71,2,13,1,3235.44,0,3,0,0,1
16919,300,86,2,11,1,2596.45,0,3,0,0,1
16817,143,105,2,11,1,1021.63,0,3,0,0,1
17519,116,63,2,6,1,1483.05,0,3,0,0,1
17419,79,73,2,9,1,2649.25,0,3,0,0,1
17213,101,71,2,9,1,1739.86,0,3,0,0,1
17526,200,134,2,6,1,399.5,0,3,0,0,1
15535,300,103,2,7,1,459.9,0,3,0,0,1
13230,109,68,2,13,1,2190.62,0,3,0,0,1
16019,84,66,2,7,1,2952.25,0,3,0,0,1
16873,66,57,2,7,1,3825.67,0,3,0,0,1
17126,300,82,2,7,1,991.85,0,3,0,0,1
17372,106,96,2,6,1,1061.13,0,3,0,0,1
17188,135,94,2,7,1,1616.44,0,3,0,0,1
18037,300,84,2,6,1,70.02,0,3,0,0,1
13225,83,73,2,6,1,3918.76,0,3,0,0,1
16701,76,59,2,15,1,3802.39,0,3,0,0,1
17231,62,56,2,9,1,1903.12,0,3,0,0,1
13802,300,68,2,6,1,3906.27,0,3,0,0,1
16570,70,57,2,10,1,2026.12,0,3,0,0,1
14426,102,70,2,10,1,2360.59,0,3,0,0,1
13317,117,113,2,7,1,1192.87,0,3,0,0,1
15379,300,99,2,8,1,3631.89,0,3,0,0,1
18260,300,102,2,8,1,2595,0,3,0,0,1
17007,105,85,2,6,1,562.94,0,3,0,0,1
18245,142,79,2,7,1,1613.31,0,3,0,0,1
17204,300,99,2,9,1,1352.91,0,3,0,0,1
16875,74,71,2,7,1,1078.95,0,3,0,0,1
13082,300,56,2,10,1,3595.48,0,3,0,0,1
17114,105,68,2,8,1,542.19,0,3,0,0,1
15281,78,66,2,11,1,2099.58,0,3,0,0,1
14587,166,114,2,9,1,1470.63,0,3,0,0,1
17364,109,67,2,7,1,2608.36,0,3,0,0,1
12951,155,93,2,7,1,729.78,0,3,0,0,1
15687,120,115,2,7,1,1667.85,0,3,0,0,1
13883,190,130,2,7,1,1643.2,0,3,0,0,1
16912,67,64,2,9,1,1524.17,0,3,0,0,1
17861,107,66,2,6,1,1259.97,0,3,0,0,1
14541,110,98,2,7,1,1315.65,0,3,0,0,1
14341,85,60,2,7,1,1123.62,0,3,0,0,1
14701,162,102,2,10,1,1895.13,0,3,0,0,1
14738,66,60,2,6,1,753.09,0,3,0,0,1
14502,81,79,2,9,1,1077.76,0,3,0,0,1
17314,90,78,2,7,1,1496.47,0,3,0,0,1
13110,84,67,2,6,1,1006.44,0,3,0,0,1
17337,300,81,2,7,1,1944.32,0,3,0,0,1
13911,87,74,2,8,1,2437.63,0,3,0,0,1
17162,103,61,2,10,1,1455.41,0,3,0,0,1
16998,300,79,2,6,1,287.02,0,3,0,0,1
15785,125,87,2,6,1,1654.05,0,3,0,0,1
13477,81,68,2,6,1,886.5,0,3,0,0,1
13184,116,60,2,11,1,1451.94,0,3,0,0,1
17063,101,88,2,6,1,636.92,0,3,0,0,1
18231,300,122,2,6,1,2066.17,0,3,0,0,1
16592,86,66,2,12,1,2190.43,0,3,0,0,1
15874,114,107,2,7,1,2181.15,0,3,0,0,1
15643,300,109,2,6,1,647.4,0,3,0,0,1
12843,94,89,2,8,1,1670.81,0,3,0,0,1
14267,300,80,2,7,1,1279.09,0,3,0,0,1
18177,126,87,2,6,1,1010.57,0,3,0,0,1
17874,300,115,2,7,1,658.26,0,3,0,0,1
16837,98,87,2,10,1,1908.49,0,3,0,0,1
13549,78,72,2,6,1,759.97,0,3,0,0,1
16966,119,93,2,6,1,1480.56,0,3,0,0,1
15508,300,119,2,6,1,1000.27,0,3,0,0,1
16942,103,66,2,8,1,1422.66,0,3,0,0,1
12840,300,73,2,6,1,2714.27,0,3,0,0,1
15128,66,56,2,7,1,1118.78,0,3,0,0,1
17723,300,57,2,6,1,3276.4,0,3,0,0,1
15235,300,147,1,12,1,2247.51,0,2,0,1,0
13715,300,211,1,8,1,1053.94,0,2,0,1,0
16306,300,143,1,9,1,602.27,0,2,0,1,0
14744,222,211,1,7,1,916.58,0,2,0,1,0
18116,167,164,1,7,1,1254.47,0,2,0,1,0
15514,192,155,1,8,1,1385.67,0,2,0,1,0
17230,300,194,1,11,1,3466.67,0,2,0,1,0
17504,300,136,1,10,1,2745.28,0,2,0,1,0
18183,300,148,1,6,1,600.52,0,2,0,1,0
18074,300,303,0,1,0,489.6,0,0,0,1,0
13747,300,303,0,1,0,79.6,0,0,0,1,0
17924,231,228,0,5,0,456.5,0,0,0,1,0
17908,300,303,0,1,0,243.28,0,0,0,1,0
12838,340,303,0,1,0,390.79,0,0,0,1,0
13255,364,303,0,1,0,225.7,0,0,0,1,0
16583,300,303,0,1,0,233.45,0,0,0,1,0
18085,300,260,0,2,0,689.95,0,0,0,1,0
15983,338,290,0,3,0,1148.27,0,0,0,1,0
17968,300,303,0,1,0,277.35,0,0,0,1,0
17181,316,303,0,1,0,155.52,0,0,0,1,0
17951,315,284,0,3,0,391.8,0,0,0,1,0
14729,300,303,0,1,0,313.49,0,0,0,1,0
15012,320,303,0,1,0,191.06,0,0,0,1,0
15525,356,303,0,1,0,313.93,0,0,0,1,0
14237,300,303,0,1,0,161,0,0,0,1,0
15485,306,266,0,2,0,1278.63,0,0,0,1,0
15350,300,303,0,1,0,115.65,0,0,0,1,0
15922,300,302,0,2,0,363.6,0,0,0,1,0
14594,366,303,0,1,0,255,0,0,0,1,0
15165,300,303,0,1,0,487.75,0,0,0,1,0
17643,300,303,0,1,0,101.55,0,0,0,1,0
17760,352,303,0,1,0,172.54,0,0,0,1,0
16274,300,303,0,1,0,357.95,0,0,0,1,0
14496,300,241,0,2,0,538.81,0,0,0,1,0
17025,313,303,0,2,0,160.97,0,0,0,1,0
14142,300,303,0,1,0,311.81,0,0,0,1,0
13065,300,303,0,1,0,205.86,0,0,0,1,0
18011,300,303,0,1,0,102.79,0,0,0,1,0
17732,300,302,0,1,0,303.97,0,0,0,1,0
12855,300,302,0,1,0,38.1,0,0,0,1,0
17855,300,302,0,1,0,208.97,0,0,0,1,0
17925,300,302,0,1,0,244.08,0,0,0,1,0
13108,300,302,0,1,0,350.06,0,0,0,1,0
15070,300,302,0,1,0,106.2,0,0,0,1,0
15111,306,302,0,1,0,288.5,0,0,0,1,0
15923,300,302,0,1,0,127.08,0,0,0,1,0
16752,300,302,0,1,0,207.5,0,0,0,1,0
16916,349,302,0,1,0,198.08,0,0,0,1,0
17964,341,302,0,1,0,261.76,0,0,0,1,0
17235,347,302,0,1,0,341.9,0,0,0,1,0
16510,300,302,0,1,0,248.1,0,0,0,1,0
17976,300,302,0,1,0,353.19,0,0,0,1,0
16781,300,295,0,2,0,294.65,0,0,0,1,0
17547,300,302,0,1,0,-11.8,0,0,0,1,0
15823,300,267,0,2,0,-840.76,0,0,0,1,0
13958,300,302,0,1,0,-102.45,0,0,0,1,0
16995,300,302,0,1,0,-1.25,0,0,0,1,0
13011,300,302,0,1,0,50.55,0,0,0,1,0
13295,300,289,0,2,0,197.95,0,0,0,1,0
16754,300,302,0,1,0,2002.4,0,0,0,1,0
14576,300,302,0,1,0,35.4,0,0,0,1,0
14865,365,302,0,1,0,37.2,0,0,0,1,0
14213,300,301,0,1,0,-1192.2,0,0,0,1,0
12967,299,232,0,3,0,1630.95,0,0,0,1,0
14679,300,301,0,1,0,-2.55,0,0,0,1,0
13370,300,296,0,2,0,721.32,0,0,0,1,0
17967,300,301,0,1,0,123.07,0,0,0,1,0
14589,300,301,0,1,0,39.75,0,0,0,1,0
17884,308,241,0,3,0,602.84,0,0,0,1,0
16926,300,301,0,1,0,230.25,0,0,0,1,0
14723,318,288,0,3,0,471,0,0,0,1,0
16140,306,301,0,1,0,124.14,0,0,0,1,0
17198,342,295,0,2,0,521.66,0,0,0,1,0
14396,306,301,0,1,0,110.35,0,0,0,1,0
15545,317,301,0,1,0,135.33,0,0,0,1,0
14813,300,299,0,2,0,155.43,0,0,0,1,0
17062,300,243,0,5,0,534.47,0,0,0,1,0
13506,300,242,0,3,0,452.82,0,0,0,1,0
17796,273,243,0,3,0,622,0,0,0,1,0
18156,357,299,0,1,0,206.23,0,0,0,1,0
15221,300,296,0,2,0,114.1,0,0,0,1,0
15880,300,299,0,2,0,313.28,0,0,0,1,0
16718,300,299,0,1,0,623.75,0,0,0,1,0
15808,300,236,0,5,0,3724.77,0,0,0,1,0
16411,350,299,0,1,0,131.5,0,0,0,1,0
13034,315,299,0,1,0,165.86,0,0,0,1,0
13579,355,299,0,1,0,164.7,0,0,0,1,0
13174,300,246,0,2,0,2108.27,0,0,0,1,0
16858,300,296,0,2,0,345.89,0,0,0,1,0
15899,300,298,0,1,0,56.25,0,0,0,1,0
17691,300,288,0,2,0,290.4,0,0,0,1,0
15919,349,298,0,1,0,270.72,0,0,0,1,0
18113,300,298,0,1,0,76.32,0,0,0,1,0
17860,300,298,0,1,0,252.8,0,0,0,1,0
15028,326,298,0,1,0,185.97,0,0,0,1,0
16658,300,298,0,1,0,123.24,0,0,0,1,0
17223,300,240,0,2,0,426.79,0,0,0,1,0
13030,357,298,0,1,0,427.74,0,0,0,1,0
16138,300,298,0,1,0,-7.95,0,0,0,1,0
17812,330,298,0,1,0,217.55,0,0,0,1,0
14850,300,241,0,2,0,278.15,0,0,0,1,0
13963,300,238,0,4,0,664.54,0,0,0,1,0
15649,300,266,0,2,0,816,0,0,0,1,0
14176,300,227,0,5,0,574,0,0,0,1,0
18119,300,297,0,1,0,181.12,0,0,0,1,0
13569,350,297,0,1,0,118.32,0,0,0,1,0
14673,330,297,0,1,0,373.49,0,0,0,1,0
15965,339,297,0,1,0,156.19,0,0,0,1,0
13786,300,297,0,1,0,230.4,0,0,0,1,0
13173,363,297,0,1,0,165.94,0,0,0,1,0
15180,300,297,0,1,0,87.5,0,0,0,1,0
13807,300,297,0,1,0,112.6,0,0,0,1,0
16125,300,297,0,1,0,289.35,0,0,0,1,0
14821,300,296,0,1,0,48.8,0,0,0,1,0
16863,329,290,0,2,0,162.8,0,0,0,1,0
13329,323,284,0,3,0,255.6,0,0,0,1,0
17406,300,260,0,5,0,1928.72,0,0,0,1,0
16893,300,296,0,1,0,145.93,0,0,0,1,0
17324,310,261,0,2,0,702.23,0,0,0,1,0
16679,300,296,0,1,0,129.75,0,0,0,1,0
18269,300,288,0,2,0,138.9,0,0,0,1,0
12870,300,296,0,1,0,-14.9,0,0,0,1,0
15680,326,296,0,1,0,478.89,0,0,0,1,0
13270,300,296,0,1,0,590,0,0,0,1,0
14618,327,267,0,2,0,196.95,0,0,0,1,0
17999,329,296,0,1,0,190.34,0,0,0,1,0
15347,300,296,0,1,0,201.6,0,0,0,1,0
16252,300,296,0,1,0,-295.09,0,0,0,1,0
16596,351,296,0,1,0,120.65,0,0,0,1,0
13369,300,284,0,2,0,263.75,0,0,0,1,0
14987,350,295,0,1,0,163.2,0,0,0,1,0
14355,300,295,0,1,0,174.4,0,0,0,1,0
16065,300,295,0,1,0,372.09,0,0,0,1,0
17430,333,295,0,1,0,112.6,0,0,0,1,0
15945,300,295,0,1,0,181,0,0,0,1,0
17978,300,295,0,1,0,300.92,0,0,0,1,0
16795,300,295,0,1,0,414.88,0,0,0,1,0
16519,340,295,0,1,0,103.7,0,0,0,1,0
12872,300,256,0,2,0,599.97,0,0,0,1,0
16499,300,290,0,5,0,319.1,0,0,0,1,0
15279,300,284,0,2,0,277.41,0,0,0,1,0
16579,300,295,0,1,0,-30.6,0,0,0,1,0
17456,300,295,0,1,0,249.86,0,0,0,1,0
17307,300,295,0,1,0,-152.64,0,0,0,1,0
15211,305,295,0,1,0,383.07,0,0,0,1,0
17880,300,294,0,1,0,458.92,0,0,0,1,0
14082,300,294,0,1,0,182.25,0,0,0,1,0
15723,300,294,0,1,0,203.1,0,0,0,1,0
16727,300,294,0,1,0,272.82,0,0,0,1,0
16565,300,294,0,1,0,173.7,0,0,0,1,0
14448,355,294,0,1,0,102.35,0,0,0,1,0
15503,300,292,0,1,0,147.09,0,0,0,1,0
17251,300,292,0,1,0,283.28,0,0,0,1,0
15224,300,288,0,3,0,310.48,0,0,0,1,0
16367,325,292,0,1,0,170.91,0,0,0,1,0
14413,300,292,0,1,0,122.7,0,0,0,1,0
18004,300,292,0,1,0,169.47,0,0,0,1,0
16665,300,292,0,1,0,135.4,0,0,0,1,0
15454,300,292,0,1,0,179.1,0,0,0,1,0
15361,300,291,0,1,0,418.92,0,0,0,1,0
14544,337,291,0,1,0,1121.92,0,0,0,1,0
17303,300,291,0,1,0,250.04,0,0,0,1,0
17524,300,291,0,1,0,145,0,0,0,1,0
17890,300,252,0,2,0,602.09,0,0,0,1,0
17371,344,291,0,1,0,97.63,0,0,0,1,0
13948,300,290,0,1,0,102,0,0,0,1,0
13008,300,253,0,2,0,178.47,0,0,0,1,0
16202,300,290,0,1,0,365.27,0,0,0,1,0
15468,309,290,0,1,0,-1.25,0,0,0,1,0
18141,300,290,0,1,0,-35.4,0,0,0,1,0
16262,300,290,0,1,0,-31.65,0,0,0,1,0
16812,300,290,0,1,0,479.35,0,0,0,1,0
12829,300,252,0,3,0,253.05,0,0,0,1,0
14150,324,289,0,1,0,306.18,0,0,0,1,0
13496,348,288,0,2,0,465.61,0,0,0,1,0
17525,300,289,0,1,0,422.7,0,0,0,1,0
15101,329,267,0,2,0,94.78,0,0,0,1,0
15822,356,289,0,1,0,440.2,0,0,0,1,0
16134,333,284,0,2,0,269.13,0,0,0,1,0
17551,300,289,0,1,0,306.84,0,0,0,1,0
18050,300,289,0,1,0,74.4,0,0,0,1,0
17752,300,289,0,1,0,80.64,0,0,0,1,0
17044,334,289,0,1,0,-35.1,0,0,0,1,0
13829,300,289,0,1,0,-102,0,0,0,1,0
15664,309,289,0,1,0,-27.8,0,0,0,1,0
17496,300,288,0,1,0,271.05,0,0,0,1,0
15789,300,288,0,1,0,351.3,0,0,0,1,0
16560,332,288,0,1,0,332.18,0,0,0,1,0
14777,354,288,0,1,0,-14.5,0,0,0,1,0
14373,300,288,0,1,0,76.55,0,0,0,1,0
18176,300,283,0,2,0,448.65,0,0,0,1,0
13874,300,288,0,1,0,540.45,0,0,0,1,0
17392,300,236,0,2,0,457.91,0,0,0,1,0
15204,300,287,0,1,0,316.58,0,0,0,1,0
15160,300,287,0,1,0,158.16,0,0,0,1,0
13033,300,287,0,1,0,190.55,0,0,0,1,0
16885,306,287,0,1,0,190.65,0,0,0,1,0
17913,297,285,0,1,0,218.05,0,0,0,1,0
17358,300,233,0,2,0,365.85,0,0,0,1,0
17343,300,285,0,1,0,193.64,0,0,0,1,0
18256,300,284,0,1,0,-50.1,0,0,0,1,0
12944,319,284,0,1,0,286.95,0,0,0,1,0
14119,300,284,0,1,0,-19.9,0,0,0,1,0
15460,300,284,0,1,0,216.76,0,0,0,1,0
16270,300,283,0,1,0,1141.24,0,0,0,1,0
17239,300,242,0,2,0,379.95,0,0,0,1,0
15562,300,281,0,1,0,134.55,0,0,0,1,0
13922,300,281,0,1,0,172.25,0,0,0,1,0
13165,305,281,0,1,0,354.64,0,0,0,1,0
13304,300,281,0,1,0,300.42,0,0,0,1,0
16282,300,269,0,1,0,168.3,0,0,0,1,0
13680,297,266,0,3,0,871.48,0,0,0,1,0
15661,300,247,0,2,0,309.8,0,0,0,1,0
15266,300,268,0,1,0,119.3,0,0,0,1,0
14653,271,268,0,1,0,344.81,0,0,0,1,0
15464,300,268,0,1,0,1048.85,0,0,0,1,0
13187,300,267,0,1,0,236.02,0,0,0,1,0
15607,300,266,0,1,0,104.76,0,0,0,1,0
14889,300,266,0,1,0,135.9,0,0,0,1,0
17095,276,228,0,4,0,325.85,0,0,0,1,0
17128,300,264,0,1,0,157.09,0,0,0,1,0
14761,276,264,0,1,0,97.5,0,0,0,1,0
17555,315,264,0,1,0,195.45,0,0,0,1,0
13565,315,264,0,1,0,110.18,0,0,0,1,0
18032,300,264,0,1,0,73.5,0,0,0,1,0
16850,300,263,0,1,0,332.41,0,0,0,1,0
15326,300,263,0,1,0,311.71,0,0,0,1,0
13473,270,260,0,2,0,236.16,0,0,0,1,0
16351,300,262,0,1,0,153.9,0,0,0,1,0
13144,300,262,0,1,0,110.95,0,0,0,1,0
15346,300,262,0,1,0,252.42,0,0,0,1,0
14295,292,262,0,1,0,-11.5,0,0,0,1,0
18095,300,242,0,2,0,580.05,0,0,0,1,0
17569,300,262,0,1,0,344.14,0,0,0,1,0
14270,300,261,0,1,0,492.65,0,0,0,1,0
14185,300,261,0,1,0,197.65,0,0,0,1,0
15171,300,254,0,2,0,1034.5,0,0,0,1,0
13284,300,252,0,2,0,196.15,0,0,0,1,0
16500,294,260,0,1,0,165,0,0,0,1,0
15447,300,260,0,1,0,155.17,0,0,0,1,0
16315,300,260,0,1,0,226.37,0,0,0,1,0
15510,300,260,0,1,0,250,0,0,0,1,0
13385,300,259,0,1,0,534.57,0,0,0,1,0
15213,300,248,0,3,0,325.05,0,0,0,1,0
18106,300,259,0,1,0,430.7,0,0,0,1,0
15316,300,256,0,1,0,165,0,0,0,1,0
14238,300,256,0,1,0,146.85,0,0,0,1,0
13859,300,256,0,1,0,201.16,0,0,0,1,0
18212,300,256,0,1,0,248.42,0,0,0,1,0
18233,300,255,0,1,0,440,0,0,0,1,0
17018,285,255,0,1,0,405,0,0,0,1,0
12346,300,255,0,2,0,0,0,0,0,1,0
13898,300,255,0,1,0,155.93,0,0,0,1,0
15395,300,255,0,1,0,107.45,0,0,0,1,0
13693,300,255,0,2,0,-32,0,0,0,1,0
14090,300,254,0,1,0,76.32,0,0,0,1,0
14784,297,253,0,1,0,114.68,0,0,0,1,0
17418,281,253,0,1,0,167.39,0,0,0,1,0
15262,300,253,0,1,0,178.95,0,0,0,1,0
17862,300,253,0,1,0,330.9,0,0,0,1,0
17771,267,253,0,1,0,115.8,0,0,0,1,0
15422,300,253,0,2,0,97.7,0,0,0,1,0
15174,300,252,0,1,0,135.75,0,0,0,1,0
16387,300,252,0,1,0,94.36,0,0,0,1,0
17094,300,248,0,2,0,270.2,0,0,0,1,0
12970,315,252,0,2,0,23.8,0,0,0,1,0
17714,300,250,0,1,0,153,0,0,0,1,0
15167,300,250,0,1,0,163,0,0,0,1,0
14068,300,250,0,1,0,265.85,0,0,0,1,0
13068,309,249,0,1,0,165,0,0,0,1,0
14368,300,249,0,1,0,155,0,0,0,1,0
15497,295,242,0,2,0,968.1,0,0,0,1,0
13819,300,231,0,3,0,1140.35,0,0,0,1,0
14782,300,249,0,1,0,200.1,0,0,0,1,0
15820,300,249,0,1,0,206.98,0,0,0,1,0
13396,283,242,0,2,0,370.92,0,0,0,1,0
13551,300,249,0,1,0,91.8,0,0,0,1,0
15052,300,249,0,1,0,215.78,0,0,0,1,0
14130,300,249,0,1,0,483.86,0,0,0,1,0
15222,300,248,0,1,0,585,0,0,0,1,0
13615,300,242,0,2,0,399.99,0,0,0,1,0
15967,295,248,0,1,0,173.8,0,0,0,1,0
16757,300,248,0,1,0,106.83,0,0,0,1,0
18277,260,248,0,1,0,-12.75,0,0,0,1,0
13703,300,248,0,1,0,99.5,0,0,0,1,0
15339,252,248,0,1,0,257.9,0,0,0,1,0
16222,300,248,0,1,0,846.72,0,0,0,1,0
17082,285,248,0,1,0,636.94,0,0,0,1,0
14248,300,248,0,1,0,302.58,0,0,0,1,0
13002,300,248,0,1,0,120.95,0,0,0,1,0
13049,254,248,0,1,0,153.78,0,0,0,1,0
17118,300,247,0,1,0,157.02,0,0,0,1,0
16124,300,246,0,2,0,187.15,0,0,0,1,0
17540,292,246,0,1,0,268.8,0,0,0,1,0
13328,300,246,0,1,0,1308.48,0,0,0,1,0
17329,301,245,0,1,0,243.36,0,0,0,1,0
14805,260,243,0,1,0,109.25,0,0,0,1,0
16897,300,229,0,3,0,213.03,0,0,0,1,0
15579,245,243,0,1,0,199.6,0,0,0,1,0
13161,300,243,0,1,0,112.75,0,0,0,1,0
15415,300,243,0,1,0,572.81,0,0,0,1,0
17431,300,243,0,1,0,403.3,0,0,0,1,0
15448,300,242,0,1,0,494.64,0,0,0,1,0
14467,266,242,0,1,0,131.7,0,0,0,1,0
16403,300,232,0,2,0,161.05,0,0,0,1,0
17619,300,242,0,1,0,218.52,0,0,0,1,0
13600,300,242,0,1,0,219.52,0,0,0,1,0
14627,300,241,0,1,0,-21.85,0,0,0,1,0
17356,300,241,0,1,0,178.22,0,0,0,1,0
13494,300,241,0,1,0,316.26,0,0,0,1,0
14549,300,241,0,1,0,289.24,0,0,0,1,0
15940,300,241,0,2,0,31.8,0,0,0,1,0
14457,300,240,0,1,0,113.64,0,0,0,1,0
14411,300,240,0,1,0,1063,0,0,0,1,0
15226,300,240,0,1,0,154.41,0,0,0,1,0
13894,279,232,0,2,0,150.95,0,0,0,1,0
18250,300,231,0,2,0,342.92,0,0,0,1,0
16405,300,232,0,2,0,167.25,0,0,0,1,0
16030,300,239,0,1,0,331.24,0,0,0,1,0
13800,300,239,0,1,0,558.32,0,0,0,1,0
13581,300,239,0,1,0,118,0,0,0,1,0
14497,300,231,0,2,0,457.47,0,0,0,1,0
17334,300,231,0,3,0,306.6,0,0,0,1,0
17517,300,238,0,1,0,153.94,0,0,0,1,0
17226,300,238,0,1,0,393.49,0,0,0,1,0
17291,300,238,0,1,0,550.8,0,0,0,1,0
15090,300,238,0,1,0,381.32,0,0,0,1,0
13584,300,236,0,1,0,142.4,0,0,0,1,0
14438,300,236,0,1,0,131.9,0,0,0,1,0
12956,300,236,0,1,0,108.07,0,0,0,1,0
14600,300,235,0,1,0,393.33,0,0,0,1,0
17859,300,234,0,1,0,148.21,0,0,0,1,0
15753,300,234,0,1,0,79.2,0,0,0,1,0
17881,300,234,0,1,0,133.35,0,0,0,1,0
15843,300,233,0,1,0,118.95,0,0,0,1,0
15970,300,233,0,1,0,314.1,0,0,0,1,0
17537,274,233,0,1,0,630.7,0,0,0,1,0
17843,300,233,0,1,0,205.48,0,0,0,1,0
13706,300,232,0,1,0,330.79,0,0,0,1,0
14431,300,228,0,2,0,397.76,0,0,0,1,0
16425,300,232,0,1,0,302.7,0,0,0,1,0
14555,245,232,0,1,0,197.94,0,0,0,1,0
18159,300,231,0,1,0,530.15,0,0,0,1,0
15638,300,231,0,1,0,-94,0,0,0,1,0
12943,300,231,0,1,0,-3.75,0,0,0,1,0
15406,270,231,0,1,0,252.29,0,0,0,1,0
18084,285,231,0,1,0,-2.95,0,0,0,1,0
13171,250,229,0,1,0,140.35,0,0,0,1,0
17255,259,229,0,1,0,112.46,0,0,0,1,0
